GEOGRAPHICAL	TIME	MEASURE	OBS_VALUE
Teguise	2009 Agosto	Tasa variación interperiódica	-0.51
Teguise	2009 Agosto	Dato	1558
Teguise	2009 Agosto	Variación anual	528
Teguise	2009 Agosto	Variación interperiódica	-8
Teguise	2009 Julio	Tasa variación anual	52.63
Teguise	2009 Julio	Tasa variación interperiódica	-4.28
Teguise	2009 Julio	Dato	1566
Teguise	2009 Julio	Variación anual	540
Teguise	2009 Julio	Variación interperiódica	-70
Teguise	2009 Junio	Tasa variación anual	62.30
Teguise	2009 Junio	Tasa variación interperiódica	-0.61
Teguise	2009 Junio	Dato	1636
Teguise	2009 Junio	Variación anual	628
Teguise	2009 Junio	Variación interperiódica	-10
Teguise	2009 Mayo	Tasa variación anual	67.11
Teguise	2009 Mayo	Tasa variación interperiódica	4.51
Teguise	2009 Mayo	Dato	1646
Teguise	2009 Mayo	Variación anual	661
Teguise	2009 Mayo	Variación interperiódica	71
Teguise	2009 Abril	Tasa variación anual	64.41
Teguise	2009 Abril	Tasa variación interperiódica	5.07
Teguise	2009 Abril	Dato	1575
Teguise	2009 Abril	Variación anual	617
Teguise	2009 Abril	Variación interperiódica	76
Teguise	2009 Marzo	Tasa variación anual	66.00
Teguise	2009 Marzo	Tasa variación interperiódica	6.54
Teguise	2009 Marzo	Dato	1499
Teguise	2009 Marzo	Variación anual	596
Teguise	2009 Marzo	Variación interperiódica	92
Teguise	2009 Febrero	Tasa variación anual	59.70
Teguise	2009 Febrero	Tasa variación interperiódica	12.47
Teguise	2009 Febrero	Dato	1407
Teguise	2009 Febrero	Variación anual	526
Teguise	2009 Febrero	Variación interperiódica	156
Teguise	2009 Enero	Tasa variación anual	50.18
Teguise	2009 Enero	Tasa variación interperiódica	5.57
Teguise	2009 Enero	Dato	1251
Teguise	2009 Enero	Variación anual	418
Teguise	2009 Enero	Variación interperiódica	66
Teguise	2008 Diciembre	Tasa variación anual	51.73
Teguise	2008 Diciembre	Tasa variación interperiódica	0.59
Teguise	2008 Diciembre	Dato	1185
Teguise	2008 Diciembre	Variación anual	404
Teguise	2008 Diciembre	Variación interperiódica	7
Teguise	2008 Noviembre	Tasa variación anual	52.20
Teguise	2008 Noviembre	Tasa variación interperiódica	6.03
Teguise	2008 Noviembre	Dato	1178
Teguise	2008 Noviembre	Variación anual	404
Teguise	2008 Noviembre	Variación interperiódica	67
Teguise	2008 Octubre	Tasa variación anual	57.59
Teguise	2008 Octubre	Tasa variación interperiódica	7.55
Teguise	2008 Octubre	Dato	1111
Teguise	2008 Octubre	Variación anual	406
Teguise	2008 Octubre	Variación interperiódica	78
Teguise	2008 Septiembre	Tasa variación anual	51.69
Teguise	2008 Septiembre	Tasa variación interperiódica	0.29
Teguise	2008 Septiembre	Dato	1033
Teguise	2008 Septiembre	Variación anual	352
Teguise	2008 Septiembre	Variación interperiódica	3
Teguise	2008 Agosto	Tasa variación anual	49.28
Teguise	2008 Agosto	Tasa variación interperiódica	0.39
Teguise	2008 Agosto	Dato	1030
Teguise	2008 Agosto	Variación anual	340
Teguise	2008 Agosto	Variación interperiódica	4
Teguise	2008 Julio	Tasa variación anual	48.91
Teguise	2008 Julio	Tasa variación interperiódica	1.79
Teguise	2008 Julio	Dato	1026
Teguise	2008 Julio	Variación anual	337
Teguise	2008 Julio	Variación interperiódica	18
Teguise	2008 Junio	Tasa variación anual	56.77
Teguise	2008 Junio	Tasa variación interperiódica	2.34
Teguise	2008 Junio	Dato	1008
Teguise	2008 Junio	Variación anual	365
Teguise	2008 Junio	Variación interperiódica	23
Teguise	2008 Mayo	Tasa variación anual	43.59
Teguise	2008 Mayo	Tasa variación interperiódica	2.82
Teguise	2008 Mayo	Dato	985
Teguise	2008 Mayo	Variación anual	299
Teguise	2008 Mayo	Variación interperiódica	27
Teguise	2008 Abril	Tasa variación anual	39.45
Teguise	2008 Abril	Tasa variación interperiódica	6.09
Teguise	2008 Abril	Dato	958
Teguise	2008 Abril	Variación anual	271
Teguise	2008 Abril	Variación interperiódica	55
Teguise	2008 Marzo	Tasa variación anual	29.93
Teguise	2008 Marzo	Tasa variación interperiódica	2.50
Teguise	2008 Marzo	Dato	903
Teguise	2008 Marzo	Variación anual	208
Teguise	2008 Marzo	Variación interperiódica	22
Teguise	2008 Febrero	Tasa variación anual	28.43
Teguise	2008 Febrero	Tasa variación interperiódica	5.76
Teguise	2008 Febrero	Dato	881
Teguise	2008 Febrero	Variación anual	195
Teguise	2008 Febrero	Variación interperiódica	48
Teguise	2008 Enero	Tasa variación anual	23.59
Teguise	2008 Enero	Tasa variación interperiódica	6.66
Teguise	2008 Enero	Dato	833
Teguise	2008 Enero	Variación anual	159
Teguise	2008 Enero	Variación interperiódica	52
Teguise	2007 Diciembre	Tasa variación anual	22.99
Teguise	2007 Diciembre	Tasa variación interperiódica	0.90
Teguise	2007 Diciembre	Dato	781
Teguise	2007 Diciembre	Variación anual	146
Teguise	2007 Diciembre	Variación interperiódica	7
Teguise	2007 Noviembre	Tasa variación anual	27.30
Teguise	2007 Noviembre	Tasa variación interperiódica	9.79
Teguise	2007 Noviembre	Dato	774
Teguise	2007 Noviembre	Variación anual	166
Teguise	2007 Noviembre	Variación interperiódica	69
Teguise	2007 Octubre	Tasa variación anual	13.53
Teguise	2007 Octubre	Tasa variación interperiódica	3.52
Teguise	2007 Octubre	Dato	705
Teguise	2007 Octubre	Variación anual	84
Teguise	2007 Octubre	Variación interperiódica	24
Teguise	2007 Septiembre	Tasa variación anual	9.31
Teguise	2007 Septiembre	Tasa variación interperiódica	-1.30
Teguise	2007 Septiembre	Dato	681
Teguise	2007 Septiembre	Variación anual	58
Teguise	2007 Septiembre	Variación interperiódica	-9
Teguise	2007 Agosto	Tasa variación anual	5.99
Teguise	2007 Agosto	Tasa variación interperiódica	0.15
Teguise	2007 Agosto	Dato	690
Teguise	2007 Agosto	Variación anual	39
Teguise	2007 Agosto	Variación interperiódica	1
Teguise	2007 Julio	Tasa variación anual	2.84
Teguise	2007 Julio	Tasa variación interperiódica	7.15
Teguise	2007 Julio	Dato	689
Teguise	2007 Julio	Variación anual	19
Teguise	2007 Julio	Variación interperiódica	46
Teguise	2007 Junio	Tasa variación anual	-8.01
Teguise	2007 Junio	Tasa variación interperiódica	-6.27
Teguise	2007 Junio	Dato	643
Teguise	2007 Junio	Variación anual	-56
Teguise	2007 Junio	Variación interperiódica	-43
Teguise	2007 Mayo	Tasa variación anual	3.47
Teguise	2007 Mayo	Tasa variación interperiódica	-0.15
Teguise	2007 Mayo	Dato	686
Teguise	2007 Mayo	Variación anual	23
Teguise	2007 Mayo	Variación interperiódica	-1
Teguise	2007 Abril	Tasa variación anual	3.62
Teguise	2007 Abril	Tasa variación interperiódica	-1.15
Teguise	2007 Abril	Dato	687
Teguise	2007 Abril	Variación anual	24
Teguise	2007 Abril	Variación interperiódica	-8
Teguise	2007 Marzo	Tasa variación anual	-2.66
Teguise	2007 Marzo	Tasa variación interperiódica	1.31
Teguise	2007 Marzo	Dato	695
Teguise	2007 Marzo	Variación anual	-19
Teguise	2007 Marzo	Variación interperiódica	9
Teguise	2007 Febrero	Tasa variación anual	-4.19
Teguise	2007 Febrero	Tasa variación interperiódica	1.78
Teguise	2007 Febrero	Dato	686
Teguise	2007 Febrero	Variación anual	-30
Teguise	2007 Febrero	Variación interperiódica	12
Teguise	2007 Enero	Tasa variación anual	-6.91
Teguise	2007 Enero	Tasa variación interperiódica	6.14
Teguise	2007 Enero	Dato	674
Teguise	2007 Enero	Variación anual	-50
Teguise	2007 Enero	Variación interperiódica	39
Teguise	2006 Diciembre	Tasa variación anual	-4.51
Teguise	2006 Diciembre	Tasa variación interperiódica	4.44
Teguise	2006 Diciembre	Dato	635
Teguise	2006 Diciembre	Variación anual	-30
Teguise	2006 Diciembre	Variación interperiódica	27
Teguise	2006 Noviembre	Tasa variación anual	-3.65
Teguise	2006 Noviembre	Tasa variación interperiódica	-2.09
Teguise	2006 Noviembre	Dato	608
Teguise	2006 Noviembre	Variación anual	-23
Teguise	2006 Noviembre	Variación interperiódica	-13
Teguise	2006 Octubre	Tasa variación anual	-1.27
Teguise	2006 Octubre	Tasa variación interperiódica	-0.32
Teguise	2006 Octubre	Dato	621
Teguise	2006 Octubre	Variación anual	-8
Teguise	2006 Octubre	Variación interperiódica	-2
Teguise	2006 Septiembre	Tasa variación anual	3.66
Teguise	2006 Septiembre	Tasa variación interperiódica	-4.30
Teguise	2006 Septiembre	Dato	623
Teguise	2006 Septiembre	Variación anual	22
Teguise	2006 Septiembre	Variación interperiódica	-28
Teguise	2006 Agosto	Tasa variación anual	6.90
Teguise	2006 Agosto	Tasa variación interperiódica	-2.84
Teguise	2006 Agosto	Dato	651
Teguise	2006 Agosto	Variación anual	42
Teguise	2006 Agosto	Variación interperiódica	-19
Teguise	2006 Julio	Tasa variación anual	12.79
Teguise	2006 Julio	Tasa variación interperiódica	-4.15
Teguise	2006 Julio	Dato	670
Teguise	2006 Julio	Variación anual	76
Teguise	2006 Julio	Variación interperiódica	-29
Teguise	2006 Junio	Tasa variación anual	18.27
Teguise	2006 Junio	Tasa variación interperiódica	5.43
Teguise	2006 Junio	Dato	699
Teguise	2006 Junio	Variación anual	108
Teguise	2006 Junio	Variación interperiódica	36
Teguise	2006 Mayo	Tasa variación anual	5.91
Teguise	2006 Mayo	Tasa variación interperiódica	0.00
Teguise	2006 Mayo	Dato	663
Teguise	2006 Mayo	Variación anual	37
Teguise	2006 Mayo	Variación interperiódica	0
Teguise	2006 Abril	Tasa variación anual	.
Teguise	2006 Abril	Tasa variación interperiódica	-7.14
Teguise	2006 Abril	Dato	663
Teguise	2006 Abril	Variación anual	.
Teguise	2006 Abril	Variación interperiódica	-51
Teguise	2006 Marzo	Tasa variación anual	.
Teguise	2006 Marzo	Tasa variación interperiódica	-0.28
Teguise	2006 Marzo	Dato	714
Teguise	2006 Marzo	Variación anual	.
Teguise	2006 Marzo	Variación interperiódica	-2
Teguise	2006 Febrero	Tasa variación anual	.
Teguise	2006 Febrero	Tasa variación interperiódica	-1.10
Teguise	2006 Febrero	Dato	716
Teguise	2006 Febrero	Variación anual	.
Teguise	2006 Febrero	Variación interperiódica	-8
Teguise	2006 Enero	Tasa variación anual	.
Teguise	2006 Enero	Tasa variación interperiódica	8.87
Teguise	2006 Enero	Dato	724
Teguise	2006 Enero	Variación anual	.
Teguise	2006 Enero	Variación interperiódica	59
Teguise	2005 Diciembre	Tasa variación anual	.
Teguise	2005 Diciembre	Tasa variación interperiódica	5.39
Teguise	2005 Diciembre	Dato	665
Teguise	2005 Diciembre	Variación anual	.
Teguise	2005 Diciembre	Variación interperiódica	34
Teguise	2005 Noviembre	Tasa variación anual	.
Teguise	2005 Noviembre	Tasa variación interperiódica	0.32
Teguise	2005 Noviembre	Dato	631
Teguise	2005 Noviembre	Variación anual	.
Teguise	2005 Noviembre	Variación interperiódica	2
Teguise	2005 Octubre	Tasa variación anual	.
Teguise	2005 Octubre	Tasa variación interperiódica	4.66
Teguise	2005 Octubre	Dato	629
Teguise	2005 Octubre	Variación anual	.
Teguise	2005 Octubre	Variación interperiódica	28
Teguise	2005 Septiembre	Tasa variación anual	.
Teguise	2005 Septiembre	Tasa variación interperiódica	-1.31
Teguise	2005 Septiembre	Dato	601
Teguise	2005 Septiembre	Variación anual	.
Teguise	2005 Septiembre	Variación interperiódica	-8
Teguise	2005 Agosto	Tasa variación anual	.
Teguise	2005 Agosto	Tasa variación interperiódica	2.53
Teguise	2005 Agosto	Dato	609
Teguise	2005 Agosto	Variación anual	.
Teguise	2005 Agosto	Variación interperiódica	15
Teguise	2005 Julio	Tasa variación anual	.
Teguise	2005 Julio	Tasa variación interperiódica	0.51
Teguise	2005 Julio	Dato	594
Teguise	2005 Julio	Variación anual	.
Teguise	2005 Julio	Variación interperiódica	3
Teguise	2005 Junio	Tasa variación anual	.
Teguise	2005 Junio	Tasa variación interperiódica	-5.59
Teguise	2005 Junio	Dato	591
Teguise	2005 Junio	Variación anual	.
Teguise	2005 Junio	Variación interperiódica	-35
Teguise	2005 Mayo	Tasa variación anual	.
Teguise	2005 Mayo	Tasa variación interperiódica	.
Teguise	2005 Mayo	Dato	626
Teguise	2005 Mayo	Variación anual	.
Teguise	2005 Mayo	Variación interperiódica	.
Tejeda	2018 Diciembre	Tasa variación anual	-8.11
Tejeda	2018 Diciembre	Tasa variación interperiódica	-5.56
Tejeda	2018 Diciembre	Dato	136
Tejeda	2018 Diciembre	Variación anual	-12
Tejeda	2018 Diciembre	Variación interperiódica	-8
Tejeda	2018 Noviembre	Tasa variación anual	-14.79
Tejeda	2018 Noviembre	Tasa variación interperiódica	9.09
Tejeda	2018 Noviembre	Dato	144
Tejeda	2018 Noviembre	Variación anual	-25
Tejeda	2018 Noviembre	Variación interperiódica	12
Tejeda	2018 Octubre	Tasa variación anual	-25.42
Tejeda	2018 Octubre	Tasa variación interperiódica	2.33
Tejeda	2018 Octubre	Dato	132
Tejeda	2018 Octubre	Variación anual	-45
Tejeda	2018 Octubre	Variación interperiódica	3
Tejeda	2018 Septiembre	Tasa variación anual	-16.23
Tejeda	2018 Septiembre	Tasa variación interperiódica	-1.53
Tejeda	2018 Septiembre	Dato	129
Tejeda	2018 Septiembre	Variación anual	-25
Tejeda	2018 Septiembre	Variación interperiódica	-2
Tejeda	2018 Agosto	Tasa variación anual	-6.43
Tejeda	2018 Agosto	Tasa variación interperiódica	-7.75
Tejeda	2018 Agosto	Dato	131
Tejeda	2018 Agosto	Variación anual	-9
Tejeda	2018 Agosto	Variación interperiódica	-11
Tejeda	2018 Julio	Tasa variación anual	-2.74
Tejeda	2018 Julio	Tasa variación interperiódica	3.65
Tejeda	2018 Julio	Dato	142
Tejeda	2018 Julio	Variación anual	-4
Tejeda	2018 Julio	Variación interperiódica	5
Tejeda	2018 Junio	Tasa variación anual	-11.61
Tejeda	2018 Junio	Tasa variación interperiódica	3.01
Tejeda	2018 Junio	Dato	137
Tejeda	2018 Junio	Variación anual	-18
Tejeda	2018 Junio	Variación interperiódica	4
Tejeda	2018 Mayo	Tasa variación anual	-10.74
Tejeda	2018 Mayo	Tasa variación interperiódica	-4.32
Tejeda	2018 Mayo	Dato	133
Tejeda	2018 Mayo	Variación anual	-16
Tejeda	2018 Mayo	Variación interperiódica	-6
Tejeda	2018 Abril	Tasa variación anual	-12.03
Tejeda	2018 Abril	Tasa variación interperiódica	-6.08
Tejeda	2018 Abril	Dato	139
Tejeda	2018 Abril	Variación anual	-19
Tejeda	2018 Abril	Variación interperiódica	-9
Tejeda	2018 Marzo	Tasa variación anual	-12.94
Tejeda	2018 Marzo	Tasa variación interperiódica	4.23
Tejeda	2018 Marzo	Dato	148
Tejeda	2018 Marzo	Variación anual	-22
Tejeda	2018 Marzo	Variación interperiódica	6
Tejeda	2018 Febrero	Tasa variación anual	-13.41
Tejeda	2018 Febrero	Tasa variación interperiódica	-2.07
Tejeda	2018 Febrero	Dato	142
Tejeda	2018 Febrero	Variación anual	-22
Tejeda	2018 Febrero	Variación interperiódica	-3
Tejeda	2018 Enero	Tasa variación anual	-15.70
Tejeda	2018 Enero	Tasa variación interperiódica	-2.03
Tejeda	2018 Enero	Dato	145
Tejeda	2018 Enero	Variación anual	-27
Tejeda	2018 Enero	Variación interperiódica	-3
Tejeda	2017 Diciembre	Tasa variación anual	-6.92
Tejeda	2017 Diciembre	Tasa variación interperiódica	-12.43
Tejeda	2017 Diciembre	Dato	148
Tejeda	2017 Diciembre	Variación anual	-11
Tejeda	2017 Diciembre	Variación interperiódica	-21
Tejeda	2017 Noviembre	Tasa variación anual	11.92
Tejeda	2017 Noviembre	Tasa variación interperiódica	-4.52
Tejeda	2017 Noviembre	Dato	169
Tejeda	2017 Noviembre	Variación anual	18
Tejeda	2017 Noviembre	Variación interperiódica	-8
Tejeda	2017 Octubre	Tasa variación anual	16.45
Tejeda	2017 Octubre	Tasa variación interperiódica	14.94
Tejeda	2017 Octubre	Dato	177
Tejeda	2017 Octubre	Variación anual	25
Tejeda	2017 Octubre	Variación interperiódica	23
Tejeda	2017 Septiembre	Tasa variación anual	4.76
Tejeda	2017 Septiembre	Tasa variación interperiódica	10.00
Tejeda	2017 Septiembre	Dato	154
Tejeda	2017 Septiembre	Variación anual	7
Tejeda	2017 Septiembre	Variación interperiódica	14
Tejeda	2017 Agosto	Tasa variación anual	-8.50
Tejeda	2017 Agosto	Tasa variación interperiódica	-4.11
Tejeda	2017 Agosto	Dato	140
Tejeda	2017 Agosto	Variación anual	-13
Tejeda	2017 Agosto	Variación interperiódica	-6
Tejeda	2017 Julio	Tasa variación anual	-6.41
Tejeda	2017 Julio	Tasa variación interperiódica	-5.81
Tejeda	2017 Julio	Dato	146
Tejeda	2017 Julio	Variación anual	-10
Tejeda	2017 Julio	Variación interperiódica	-9
Tejeda	2017 Junio	Tasa variación anual	-11.43
Tejeda	2017 Junio	Tasa variación interperiódica	4.03
Tejeda	2017 Junio	Dato	155
Tejeda	2017 Junio	Variación anual	-20
Tejeda	2017 Junio	Variación interperiódica	6
Tejeda	2017 Mayo	Tasa variación anual	-11.31
Tejeda	2017 Mayo	Tasa variación interperiódica	-5.70
Tejeda	2017 Mayo	Dato	149
Tejeda	2017 Mayo	Variación anual	-19
Tejeda	2017 Mayo	Variación interperiódica	-9
Tejeda	2017 Abril	Tasa variación anual	-5.39
Tejeda	2017 Abril	Tasa variación interperiódica	-7.06
Tejeda	2017 Abril	Dato	158
Tejeda	2017 Abril	Variación anual	-9
Tejeda	2017 Abril	Variación interperiódica	-12
Tejeda	2017 Marzo	Tasa variación anual	3.03
Tejeda	2017 Marzo	Tasa variación interperiódica	3.66
Tejeda	2017 Marzo	Dato	170
Tejeda	2017 Marzo	Variación anual	5
Tejeda	2017 Marzo	Variación interperiódica	6
Tejeda	2017 Febrero	Tasa variación anual	-4.65
Tejeda	2017 Febrero	Tasa variación interperiódica	-4.65
Tejeda	2017 Febrero	Dato	164
Tejeda	2017 Febrero	Variación anual	-8
Tejeda	2017 Febrero	Variación interperiódica	-8
Tejeda	2017 Enero	Tasa variación anual	-1.15
Tejeda	2017 Enero	Tasa variación interperiódica	8.18
Tejeda	2017 Enero	Dato	172
Tejeda	2017 Enero	Variación anual	-2
Tejeda	2017 Enero	Variación interperiódica	13
Tejeda	2016 Diciembre	Tasa variación anual	-11.17
Tejeda	2016 Diciembre	Tasa variación interperiódica	5.30
Tejeda	2016 Diciembre	Dato	159
Tejeda	2016 Diciembre	Variación anual	-20
Tejeda	2016 Diciembre	Variación interperiódica	8
Tejeda	2016 Noviembre	Tasa variación anual	-17.93
Tejeda	2016 Noviembre	Tasa variación interperiódica	-0.66
Tejeda	2016 Noviembre	Dato	151
Tejeda	2016 Noviembre	Variación anual	-33
Tejeda	2016 Noviembre	Variación interperiódica	-1
Tejeda	2016 Octubre	Tasa variación anual	-9.52
Tejeda	2016 Octubre	Tasa variación interperiódica	3.40
Tejeda	2016 Octubre	Dato	152
Tejeda	2016 Octubre	Variación anual	-16
Tejeda	2016 Octubre	Variación interperiódica	5
Tejeda	2016 Septiembre	Tasa variación anual	-12.50
Tejeda	2016 Septiembre	Tasa variación interperiódica	-3.92
Tejeda	2016 Septiembre	Dato	147
Tejeda	2016 Septiembre	Variación anual	-21
Tejeda	2016 Septiembre	Variación interperiódica	-6
Tejeda	2016 Agosto	Tasa variación anual	-7.27
Tejeda	2016 Agosto	Tasa variación interperiódica	-1.92
Tejeda	2016 Agosto	Dato	153
Tejeda	2016 Agosto	Variación anual	-12
Tejeda	2016 Agosto	Variación interperiódica	-3
Tejeda	2016 Julio	Tasa variación anual	-10.86
Tejeda	2016 Julio	Tasa variación interperiódica	-10.86
Tejeda	2016 Julio	Dato	156
Tejeda	2016 Julio	Variación anual	-19
Tejeda	2016 Julio	Variación interperiódica	-19
Tejeda	2016 Junio	Tasa variación anual	3.55
Tejeda	2016 Junio	Tasa variación interperiódica	4.17
Tejeda	2016 Junio	Dato	175
Tejeda	2016 Junio	Variación anual	6
Tejeda	2016 Junio	Variación interperiódica	7
Tejeda	2016 Mayo	Tasa variación anual	-2.33
Tejeda	2016 Mayo	Tasa variación interperiódica	0.60
Tejeda	2016 Mayo	Dato	168
Tejeda	2016 Mayo	Variación anual	-4
Tejeda	2016 Mayo	Variación interperiódica	1
Tejeda	2016 Abril	Tasa variación anual	-2.91
Tejeda	2016 Abril	Tasa variación interperiódica	1.21
Tejeda	2016 Abril	Dato	167
Tejeda	2016 Abril	Variación anual	-5
Tejeda	2016 Abril	Variación interperiódica	2
Tejeda	2016 Marzo	Tasa variación anual	-12.70
Tejeda	2016 Marzo	Tasa variación interperiódica	-4.07
Tejeda	2016 Marzo	Dato	165
Tejeda	2016 Marzo	Variación anual	-24
Tejeda	2016 Marzo	Variación interperiódica	-7
Tejeda	2016 Febrero	Tasa variación anual	8.18
Tejeda	2016 Febrero	Tasa variación interperiódica	-1.15
Tejeda	2016 Febrero	Dato	172
Tejeda	2016 Febrero	Variación anual	13
Tejeda	2016 Febrero	Variación interperiódica	-2
Tejeda	2016 Enero	Tasa variación anual	8.07
Tejeda	2016 Enero	Tasa variación interperiódica	-2.79
Tejeda	2016 Enero	Dato	174
Tejeda	2016 Enero	Variación anual	13
Tejeda	2016 Enero	Variación interperiódica	-5
Tejeda	2015 Diciembre	Tasa variación anual	2.87
Tejeda	2015 Diciembre	Tasa variación interperiódica	-2.72
Tejeda	2015 Diciembre	Dato	179
Tejeda	2015 Diciembre	Variación anual	5
Tejeda	2015 Diciembre	Variación interperiódica	-5
Tejeda	2015 Noviembre	Tasa variación anual	4.55
Tejeda	2015 Noviembre	Tasa variación interperiódica	9.52
Tejeda	2015 Noviembre	Dato	184
Tejeda	2015 Noviembre	Variación anual	8
Tejeda	2015 Noviembre	Variación interperiódica	16
Tejeda	2015 Octubre	Tasa variación anual	-3.45
Tejeda	2015 Octubre	Tasa variación interperiódica	0.00
Tejeda	2015 Octubre	Dato	168
Tejeda	2015 Octubre	Variación anual	-6
Tejeda	2015 Octubre	Variación interperiódica	0
Tejeda	2015 Septiembre	Tasa variación anual	1.82
Tejeda	2015 Septiembre	Tasa variación interperiódica	1.82
Tejeda	2015 Septiembre	Dato	168
Tejeda	2015 Septiembre	Variación anual	3
Tejeda	2015 Septiembre	Variación interperiódica	3
Tejeda	2015 Agosto	Tasa variación anual	-8.33
Tejeda	2015 Agosto	Tasa variación interperiódica	-5.71
Tejeda	2015 Agosto	Dato	165
Tejeda	2015 Agosto	Variación anual	-15
Tejeda	2015 Agosto	Variación interperiódica	-10
Tejeda	2015 Julio	Tasa variación anual	-6.42
Tejeda	2015 Julio	Tasa variación interperiódica	3.55
Tejeda	2015 Julio	Dato	175
Tejeda	2015 Julio	Variación anual	-12
Tejeda	2015 Julio	Variación interperiódica	6
Tejeda	2015 Junio	Tasa variación anual	-8.65
Tejeda	2015 Junio	Tasa variación interperiódica	-1.74
Tejeda	2015 Junio	Dato	169
Tejeda	2015 Junio	Variación anual	-16
Tejeda	2015 Junio	Variación interperiódica	-3
Tejeda	2015 Mayo	Tasa variación anual	-8.02
Tejeda	2015 Mayo	Tasa variación interperiódica	0.00
Tejeda	2015 Mayo	Dato	172
Tejeda	2015 Mayo	Variación anual	-15
Tejeda	2015 Mayo	Variación interperiódica	0
Tejeda	2015 Abril	Tasa variación anual	0.00
Tejeda	2015 Abril	Tasa variación interperiódica	-8.99
Tejeda	2015 Abril	Dato	172
Tejeda	2015 Abril	Variación anual	0
Tejeda	2015 Abril	Variación interperiódica	-17
Tejeda	2015 Marzo	Tasa variación anual	9.25
Tejeda	2015 Marzo	Tasa variación interperiódica	18.87
Tejeda	2015 Marzo	Dato	189
Tejeda	2015 Marzo	Variación anual	16
Tejeda	2015 Marzo	Variación interperiódica	30
Tejeda	2015 Febrero	Tasa variación anual	-11.67
Tejeda	2015 Febrero	Tasa variación interperiódica	-1.24
Tejeda	2015 Febrero	Dato	159
Tejeda	2015 Febrero	Variación anual	-21
Tejeda	2015 Febrero	Variación interperiódica	-2
Tejeda	2015 Enero	Tasa variación anual	-3.01
Tejeda	2015 Enero	Tasa variación interperiódica	-7.47
Tejeda	2015 Enero	Dato	161
Tejeda	2015 Enero	Variación anual	-5
Tejeda	2015 Enero	Variación interperiódica	-13
Tejeda	2014 Diciembre	Tasa variación anual	-4.92
Tejeda	2014 Diciembre	Tasa variación interperiódica	-1.14
Tejeda	2014 Diciembre	Dato	174
Tejeda	2014 Diciembre	Variación anual	-9
Tejeda	2014 Diciembre	Variación interperiódica	-2
Tejeda	2014 Noviembre	Tasa variación anual	-4.35
Tejeda	2014 Noviembre	Tasa variación interperiódica	1.15
Tejeda	2014 Noviembre	Dato	176
Tejeda	2014 Noviembre	Variación anual	-8
Tejeda	2014 Noviembre	Variación interperiódica	2
Tejeda	2014 Octubre	Tasa variación anual	-8.42
Tejeda	2014 Octubre	Tasa variación interperiódica	5.45
Tejeda	2014 Octubre	Dato	174
Tejeda	2014 Octubre	Variación anual	-16
Tejeda	2014 Octubre	Variación interperiódica	9
Tejeda	2014 Septiembre	Tasa variación anual	1.85
Tejeda	2014 Septiembre	Tasa variación interperiódica	-8.33
Tejeda	2014 Septiembre	Dato	165
Tejeda	2014 Septiembre	Variación anual	3
Tejeda	2014 Septiembre	Variación interperiódica	-15
Tejeda	2014 Agosto	Tasa variación anual	10.43
Tejeda	2014 Agosto	Tasa variación interperiódica	-3.74
Tejeda	2014 Agosto	Dato	180
Tejeda	2014 Agosto	Variación anual	17
Tejeda	2014 Agosto	Variación interperiódica	-7
Tejeda	2014 Julio	Tasa variación anual	2.19
Tejeda	2014 Julio	Tasa variación interperiódica	1.08
Tejeda	2014 Julio	Dato	187
Tejeda	2014 Julio	Variación anual	4
Tejeda	2014 Julio	Variación interperiódica	2
Tejeda	2014 Junio	Tasa variación anual	-4.64
Tejeda	2014 Junio	Tasa variación interperiódica	-1.07
Tejeda	2014 Junio	Dato	185
Tejeda	2014 Junio	Variación anual	-9
Tejeda	2014 Junio	Variación interperiódica	-2
Tejeda	2014 Mayo	Tasa variación anual	-5.08
Tejeda	2014 Mayo	Tasa variación interperiódica	8.72
Tejeda	2014 Mayo	Dato	187
Tejeda	2014 Mayo	Variación anual	-10
Tejeda	2014 Mayo	Variación interperiódica	15
Tejeda	2014 Abril	Tasa variación anual	-9.47
Tejeda	2014 Abril	Tasa variación interperiódica	-0.58
Tejeda	2014 Abril	Dato	172
Tejeda	2014 Abril	Variación anual	-18
Tejeda	2014 Abril	Variación interperiódica	-1
Tejeda	2014 Marzo	Tasa variación anual	-4.42
Tejeda	2014 Marzo	Tasa variación interperiódica	-3.89
Tejeda	2014 Marzo	Dato	173
Tejeda	2014 Marzo	Variación anual	-8
Tejeda	2014 Marzo	Variación interperiódica	-7
Tejeda	2014 Febrero	Tasa variación anual	2.27
Tejeda	2014 Febrero	Tasa variación interperiódica	8.43
Tejeda	2014 Febrero	Dato	180
Tejeda	2014 Febrero	Variación anual	4
Tejeda	2014 Febrero	Variación interperiódica	14
Tejeda	2014 Enero	Tasa variación anual	-1.19
Tejeda	2014 Enero	Tasa variación interperiódica	-9.29
Tejeda	2014 Enero	Dato	166
Tejeda	2014 Enero	Variación anual	-2
Tejeda	2014 Enero	Variación interperiódica	-17
Tejeda	2013 Diciembre	Tasa variación anual	15.82
Tejeda	2013 Diciembre	Tasa variación interperiódica	-0.54
Tejeda	2013 Diciembre	Dato	183
Tejeda	2013 Diciembre	Variación anual	25
Tejeda	2013 Diciembre	Variación interperiódica	-1
Tejeda	2013 Noviembre	Tasa variación anual	19.48
Tejeda	2013 Noviembre	Tasa variación interperiódica	-3.16
Tejeda	2013 Noviembre	Dato	184
